text,tweet_num,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_drug_labels,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
4/20.  Hitler's Birthday.  My Mother's Birthday.  The Day my Father Passed.  The biggest day in the Cannabis Culture I have been an advocate for most of my life.  Glad to be in the UK to have a dinner and raise a Glass to my Parents with my closest Family.  The weed can wait...,24407,True,False,True,False,T,F,F,T,T,['Marijuana'],['Marijuana'],['CBD'],['Marijuana'],"['methamphetamine', 'delta-9-thc-cooh']","['methamphetamine', 'delta-9-thc-cooh']",[],['methamphetamine'],[]
"As to the CO2, it's making chalk. Not limestone. It's the Bill Gates fizzy concrete again. You must be careful. I think it has its uses. But nothing for serious civil engineering. CarbonCure's own papers show the limits. Overdose, and it's structurally weak",24444,False,False,False,False,F,F,F,F,T,,,['other'],,['methamphetamine'],['methamphetamine'],[],[],[]
"can Future make an entire album/mixtape only with songs like Codeine Crazy, Kno The Meaning, Perky's Calling, Purple Reign, thanks",24615,False,True,True,False,T,T,T,F,T,"['Oxycodone', 'Codeine']","['other', 'Codeine']",['Codeine'],['Codeine'],"['fentanyl', 'codeine', 'methamphetamine']","['fentanyl', 'codeine', 'methamphetamine']",['codeine'],['codeine'],['codeine']
"I mean to general audience, not this crack team of sleuths. Spoiler being just how hurt might she be.",24667,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
Drug overdose was an after-thought to cover their asses or they would have told the emergency crew about it when they arrived.,24722,True,True,True,False,T,F,F,T,T,,,['Fentanyl'],,[],[],[],[],[]
"Yeah, I probably smoke too much....[[|:-D

Please like and share!
Meme archive:  #meme #memes #memes2022 #MemistryonFB #PNWMemist #memesdaily #dankmemes #funnymemes #marijuana #weed #legalizeit",24772,True,True,True,True,T,T,T,T,F,['Marijuana'],['Marijuana'],['CBD'],['Marijuana'],['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
So I took medicine with codeine so I wouldn't cough all night and a breathing treatment. My statement is this: don't mix uppers & downers,24878,False,False,False,False,F,F,F,F,T,"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],['Codeine'],"['methamphetamine', 'codeine']","['methamphetamine', 'codeine']",['codeine'],"['methamphetamine', 'codeine']",['codeine']
"It's the 1994 Crime Bill turned into Medical Policy. 

It's gross, the same party is handing out heroin needles, and helping a cartel price insulin out of the market.",24886,True,False,False,True,T,F,F,T,T,['other'],['other'],['other'],"['Heroin', 'other']",[],[],[],[],[]
Abt to go codeine crazy with this lite cold before it get too crazy lol,24911,True,True,True,True,T,T,T,T,T,['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],"['fentanyl', 'codeine', 'methamphetamine']","['fentanyl', 'codeine', 'methamphetamine']",['codeine'],['codeine'],['codeine']
"Seriously? You mess up more than Biden?
To mess up as much as you say is it because of heavy drug use? What's your drug of choice, heroin, opioids, fentanyl, crack?
You look too young to be that messed up. I lost two older brothers to drugs when they were each 21. Plz Get Help!!!",24914,True,True,True,True,T,T,T,T,F,"['Fentanyl', 'other']","['Heroin', 'Fentanyl', 'other']",['other'],"['Fentanyl', 'other']","['fentanyl', 'oxycodone']",['fentanyl'],['fentanyl'],"['fentanyl', 'hydrocodone']",['fentanyl']
"What a stupid tweet, the Pels were 3-0 against the Lakers this year and your sorry squad didn't crack the playoffs...",24954,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"In 1985, a drug smuggler threw 76 pounds of cocaine from his airplane into Georgia's Chattahoochee National Forest. A black bear, later named Pablo EskoBear, found and ate all of the cocaine – He then died of a massive overdose.",24967,True,True,True,True,T,F,T,T,T,['other'],,"['Cocaine', 'other']",['other'],['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
You must be smoking crack to believe that!,25006,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"NFT whale monitoring by 
Crypto Cannabis Club #3723 bought for Ξ0.175 ($522.78) By 0x9fc676 From 0xef4fe9
Avg Price: Ξ0.314
Floor Price: Ξ0.218
Transactions: 21
   
 #NFT",25064,False,False,False,False,F,F,F,F,F,['Marijuana'],,['other'],['Marijuana'],['methamphetamine'],['methamphetamine'],[],[],[]
"Odd how a Law Enforcement Criminal gets to shoot & kill a civilian through a locked door & the media will not so much release his name
No Charges

Law Enforcement Criminal kneels on a neck of a criminal who dies of drug overdose & charged with murder
Improper Procedure
WTF??",25098,False,False,False,False,F,F,F,T,T,,,['other'],['other'],[],[],[],[],[]
"As we speak I'm watching the live trial. No, this testimony is not concluding that he died of an overdose. Prosecution and defense had 2 diff translations about what Floyd was shouting. That doesn't help defence.",25101,False,False,False,False,F,F,F,F,T,,,,,[],[],[],[],[]
"Excited for a great 4/20 mtg w/, 🥦, 🐟&🐻. From the⏲️ countdown to CEQA🏞🌱compliance reqs & 🔚 of provisional licensing😱to remodeling the state's cannabis tax regime😕 & licensing imbalance solutions, this won't just be alot of 💨💨💨",25119,False,True,True,False,F,T,T,F,T,['Marijuana'],"['other', 'Marijuana']",['other'],['Marijuana'],[],[],[],[],[]
"vol. 11 actiq diaries, d-day here come the drugs (fentanyl & methadone)",25218,True,True,True,True,T,T,T,T,T,"['Fentanyl', 'Methadone']","['other', 'Fentanyl', 'Methadone']","['Fentanyl', 'Methadone']","['Fentanyl', 'Methadone']","['fentanyl', 'methadone']","['fentanyl', 'methadone']","['fentanyl', 'methadone']","['fentanyl', 'methadone']","['fentanyl', 'methadone']"
she'd be convinced it's disruptive and buy stock in it.,25226,False,False,False,False,F,F,F,F,F,,,['Codeine'],,[],[],[],[],[]
"*Codeine Crazy, March Madness, How Can I Not, Rotation, No Charge",25305,True,False,True,True,F,T,T,T,F,['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
"Bodyworks:
Tools of the Trade: morphine
Dangers of the Yard: rival bodyworks
Resurrectionist Slang: 'ash and piss'
Memories of the Recent Dead: a memory of death connected to the deceased's hand

The bell tolls for the coldest hour.

B8",25348,True,False,True,True,T,F,T,T,T,['Morphine'],"['Morphine', 'other']","['Morphine', 'other']","['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
All because I fell asleep 🙄🙄 like I don't understand,25360,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
A good article on this 4/20 day (aka Cannabis Day).,25447,False,False,True,True,F,F,F,F,T,['Marijuana'],,['other'],['Marijuana'],[],[],[],[],[]
And your entire argument hinges on weather or not he died by overdose. But since two separate autopsies said he didn't then that idea falls flat on its face.,25580,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
let me get a caesar salad please with croutons and codeine dressing,25601,True,True,False,False,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"birds in the trap sing Brian McKnight, percocet and codeine please don't take my life.",25603,True,True,True,True,T,T,T,T,F,"['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['codeine', 'oxycodone']",['codeine'],['codeine'],"['codeine', 'oxycodone']","['codeine', 'oxycodone']"
The stabbing was the cause of death. The motive was he was a drug dealer who hid narcotics in fake books and he got found out.,25609,True,False,True,True,T,T,T,T,T,['other'],,['other'],['other'],['oxycodone'],[],[],['morphine'],[]
"PS: while I'm specifically talking about the evil and hypocrisy of incarcerating people for cannabis today, I want to be very clear that prisons are not a place for *anyone* to be, and we need to completely abolish them.",25659,False,False,False,False,F,F,F,F,T,['Marijuana'],,['Cannabis'],['Marijuana'],['methamphetamine'],['methamphetamine'],[],[],[]
U.S. new vehicle sales tumbled about 26% in September as chip shortages and other supply disruptions cut into the selection on dealer lots.,25744,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
Yeah fat Albert a.k.a. river and Al Sharpton the Coke dealer!!!,25778,True,True,True,True,T,T,T,T,T,['other'],['other'],['Codeine'],"['Benzoylecgonine (BZE, Ecgonine benzoate)']",[],[],[],[],[]
"#Ukraine — no end in sight for what turns out to be a proxy war between Putin & #Biden. Economic woes could crack Biden's coalition. With approval ratings below 40% months before the midterms, can he find the fiscal room & political will to fortify Europe?",25996,False,False,False,False,F,F,F,F,F,,,,,[],[],[],[],[]
That said Whites have legitimate issues like their sky high male suicide rate only matched by Native American men. Poor White women die younger than poor Black women. Opioids and meth are eating away their communities like the crack epidemic did to Blacks. White issues exist.,26013,True,False,False,False,F,F,F,T,F,"['other', 'Methamphetamine']","['other', 'Methamphetamine']","['Meth', 'Opioids']","['other', 'Methamphetamine']","['methamphetamine', 'oxycodone']","['methamphetamine', 'oxycodone']",['methamphetamine'],"['methamphetamine', 'hydrocodone']",['methamphetamine']
"#cannabiscommunity #marijuana #cannabis Malawi has best Marijuana in the world …  environment for growing ganja or Marijuana, Indian hemp or Chamba.
        No …
Original Author Link click here to read complete story.. 
 
…  environment for",26136,True,True,True,True,T,T,T,F,T,['Marijuana'],['Marijuana'],['Marijuana'],"['other', 'Marijuana']",['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"Starting TOMORROW  recreational #marijuana users 21 and older can purchase up to an ounce of weed per sale at #NewJersey dispensaries without a medical card. ""A day late and a dime bag short"" if you celebrate #420day #cannabis",26153,False,True,False,False,F,F,F,F,T,['Marijuana'],"['other', 'Marijuana']",['Marijuana'],['Marijuana'],['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"100%... narcotics like oxycodone, morphine and others are available with far more dangerous results, then why not marijuana? I've never smoked in my life but I know it can help others",26227,True,False,False,False,F,F,F,F,T,"['Morphine', 'Oxycodone', 'other', 'Marijuana']","['Morphine', 'Oxycodone', 'Marijuana']","['other', 'CBD']","['Morphine', 'Oxycodone', 'Marijuana']","['morphine', 'oxycodone']","['morphine', 'oxycodone']","['morphine', 'oxycodone']","['morphine', 'oxycodone']","['morphine', 'oxycodone']"
"I'm on them beans, alcohol, booku loud, and that codeine",26321,True,True,True,True,T,T,T,T,T,"['Codeine', 'Marijuana', 'other', 'MDMA']","['other', 'Codeine']","['other', 'Codeine']",['Codeine'],"['codeine', 'delta-9-thc-cooh', 'oxycodone']","['codeine', 'delta-9-thc-cooh', 'oxycodone']",['codeine'],['codeine'],['codeine']
We really gonna keep glorifying mfers that die from an Overdose at 50 years old? Nah! Not me,26329,True,False,True,True,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
Keep up the pressure. They are starting to crack,26411,False,False,False,True,F,F,T,F,F,['other'],,['other'],['other'],[],[],[],[],[]
"#cannabiscommunity #marijuana #cannabis Brilliant Miller Releases Video Podcast Interview with David Henkin – World News Report 
                  School for Good Living Logo
                  Brilliant Miller Headshot
                  David Henkin",26543,False,False,False,False,F,F,F,F,F,['Marijuana'],,['other'],['Marijuana'],[],[],[],[],[]
Wow imagine smoking this much crack and not dying. You're invincible (at least when it comes to smoking crack),26558,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
Hawaii is one of many states where lawmakers and activists are leading psychedelic reform this year. Other states like Colorado and Maryland review options to introduce cannabis into modern medicine. #medicine #cannabis,26643,False,False,False,False,F,F,F,F,T,['Marijuana'],,['other'],"['Marijuana (Cannabis, Weed, Pot)']",['ketamine'],[],[],['ketamine'],[]
Heroin. It almost killed me once - motherfucker won't get me again! 😬,26687,True,True,True,True,T,T,T,T,T,['other'],['other'],['6-Acetylmorphine'],['other'],[],[],[],[],[]
Thanks Geet I'm fine now kal overdose ho gya tha bs isliye...or kuch cheeze effect kr ri thi mujhe now I'm fine...n thanku jo vi tumne kaha M yd rakhunga n isliye tumse hi suru kr rha hu if achha lage to accept kr lenga friend 🤝,26739,True,True,True,True,T,T,T,T,T,,,['other'],['other'],[],[],[],[],[]
Hit her with no condom.. Had to make her eat a plan B.. And I'm sippin on that codeine not brandy.,26807,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Drinking hasn't been doing it for me lately maybe I'll start doing heroin,26826,True,True,True,True,T,T,T,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
Still waiting on the Codeine Crazy Future to come back 😩🍇🐐,26913,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
"demi lovato has historically loved being preachy about sobriety and this is no different the music video made a spectacle of overdose and addiction and her comment about ""survivor's guilt"" was fucking weird and unnecessary",27034,False,True,True,False,F,F,F,T,F,,,['other'],['other'],[],[],[],[],[]
We see you have been smoking that laughing lettuce again. Madison Cawthorn said you are a heavy heroin user.,27079,True,True,True,True,T,T,T,T,T,"['other', 'Marijuana']",['other'],"['LSD', 'other']","['LSD', 'other']",[],[],[],[],[]
"Nothing much, there are just two protest groups outside",27187,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"They actually did it. Those butchers managed to crack the code.

MECH.

Link: Transformers: Prime | S02 E08 | FULL Episode | Animation -Transformers Official",27217,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"Pharmacy are constantly battling shortages and it always features on our risk register - only the drugs change. Morphine PF is more expensive but is this it for diamorphine? It's been in and out of supply for most of my career. I understand it's better, but only if you can get it",27263,False,False,False,False,F,F,F,T,T,"['Morphine', 'other']",['Morphine'],"['Morphine', 'Diamorphine']",['Morphine'],"['fentanyl', 'morphine']","['fentanyl', 'morphine']",['morphine'],['morphine'],['morphine']
